,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
10,1958,TRON,TRX,tron,924,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88126619707.11911,88126667057.20674,True,,11,71659659264.0,8415259651.471915,,2024-02-02T07:04:00.000Z,0.11743371009439796,295345712.8504601,-6.2625,0.03337068,4.14649918,3.5675118,7.38580652,12.56873921,20.73968254,10349035910.285084,0.6264,10349041470.78,,2024-02-02T07:04:00.000Z,,,,,,2024-02-02 07:20:53.867238,
11,1975,Chainlink,LINK,chainlink,1605,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-02-02T07:04:00.000Z,17.924358956604102,1535803430.2327344,112.4201,0.00641942,14.37448751,29.86747741,16.12584674,10.5120828,56.77608757,10182827793.631933,0.6164,17924358956.6,,2024-02-02T07:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-02-02 07:20:53.867238,
12,6636,Polkadot,DOT,polkadot-new,681,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1279618725.2830348,1406679226.9913864,True,,13,,,,2024-02-02T07:04:00.000Z,6.831352113879149,143181943.93952864,-26.9967,0.39503073,3.02332532,7.11000531,-19.95418617,20.06283829,46.56716955,8741526083.921602,0.5291,9609521110.86,,2024-02-02T07:04:00.000Z,,,,,,2024-02-02 07:20:53.867238,
13,3890,Polygon,MATIC,polygon,1267,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610775442.060663,10000000000.0,False,,14,,,,2024-02-02T07:04:00.000Z,0.8193730852142699,284275571.52510214,-38.0766,0.82578495,5.68696728,11.79063934,-16.82373747,-1.81272244,22.37552017,7874810725.262784,0.4767,8193730852.14,,2024-02-02T07:04:00.000Z,,,,,,2024-02-02 07:20:53.867238,
14,11419,Toncoin,TON,toncoin,198,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3457927413.108832,5102213571.760514,True,,15,3414166606.0,7123110863.395028,,2024-02-02T07:05:00.000Z,2.086339562596913,25500945.51438225,-11.9782,-0.11734336,1.66043692,0.1739793,-8.52417185,-14.68933891,-7.78993719,7214410766.557356,0.4367,10644950031.58,,2024-02-02T07:05:00.000Z,,,,,,2024-02-02 07:20:53.867238,
0,1,Bitcoin,BTC,bitcoin,10807,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19615700.0,19615700.0,False,,1,,,,2024-02-02T07:22:00.000Z,43110.46793813699,19770528668.248672,-23.8658,-0.05541755,2.19504446,7.94707667,-4.89581377,3.88094843,23.675171,845642005934.1138,51.2203,905319826700.88,,2024-02-02T07:22:00.000Z,,,,,,,2024-02-02 07:22:39.426065
1,1027,Ethereum,ETH,ethereum,8359,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120182048.20956132,120182048.20956132,True,,2,,,,2024-02-02T07:22:00.000Z,2310.899069181153,7943185036.422022,-29.0733,0.21218393,1.61134114,4.77389077,-2.81364524,2.48468849,25.75893893,277728583339.7597,16.8219,277728583339.76,,2024-02-02T07:22:00.000Z,,,,,,,2024-02-02 07:22:39.426065
2,825,Tether USDt,USDT,tether,73907,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96221815271.41391,99600769237.82428,True,,3,,,,2024-02-02T07:21:00.000Z,0.9995418342439281,34405790072.71084,-25.0323,-0.00248901,0.04641454,-0.00377314,-0.11951945,-0.05536897,-0.09186961,96177729730.66946,5.8184,99555135576.08,,2024-02-02T07:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2024-02-02 07:22:39.426065
3,1839,BNB,BNB,bnb,2049,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149546782.88402456,149546782.88402456,False,,4,,,,2024-02-02T07:21:00.000Z,302.25407701820853,697671248.7237152,-18.8234,0.23047269,1.40648668,2.77339135,-5.32017497,29.85193874,30.24669702,45201124831.65327,2.7346,45201124831.65,,2024-02-02T07:21:00.000Z,,,,,,,2024-02-02 07:22:39.426065
4,5426,Solana,SOL,solana,623,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,435975484.0311685,568547505.6238325,True,,5,,,,2024-02-02T07:22:00.000Z,100.26992723249307,2554267713.4649086,-34.9962,0.64379139,5.53830633,15.12618932,-8.4702271,56.32398858,140.63777965,43715230058.956215,2.6473,57008217017.12,,2024-02-02T07:22:00.000Z,,,,,,,2024-02-02 07:22:39.426065
5,52,XRP,XRP,xrp,1223,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54436190886.0,99987935982.0,False,,6,,,,2024-02-02T07:22:00.000Z,0.5056953026075978,877423765.5992476,-35.9082,0.14907104,2.62320281,-1.30612339,-20.42681377,-20.14233429,-17.77332241,27528126022.900726,1.6674,50569530260.76,,2024-02-02T07:22:00.000Z,,,,,,,2024-02-02 07:22:39.426065
6,3408,USDC,USDC,usd-coin,16517,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26885775073.10542,26885775073.10542,False,,7,,,,2024-02-02T07:22:00.000Z,1.000122674388621,4918487922.53166,-33.2199,0.00144165,0.00125254,-0.01044396,-0.03541408,0.0119263,-0.01541508,26889073269.12511,1.6267,26889073269.13,,2024-02-02T07:22:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-02-02 07:22:39.426065
7,2010,Cardano,ADA,cardano,1053,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35424567931.321,36585743945.107,False,,8,,,,2024-02-02T07:21:00.000Z,0.5082938789113871,340218419.1611197,-28.9223,0.52928652,3.52139632,8.29495568,-17.41924929,23.6826169,55.79924876,18006091042.571083,1.0893,22873224551.01,,2024-02-02T07:21:00.000Z,,,,,,,2024-02-02 07:22:39.426065
8,5805,Avalanche,AVAX,avalanche,657,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367104095.42751825,435137005.42751825,False,,9,,,,2024-02-02T07:21:00.000Z,34.4477963329544,463830979.7722,-20.1615,0.46293007,3.75239118,12.46353325,-16.16231038,52.38180369,184.61638565,12645927112.280603,0.765,24802413359.73,,2024-02-02T07:21:00.000Z,,,,,,,2024-02-02 07:22:39.426065
9,74,Dogecoin,DOGE,dogecoin,887,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142902786383.70523,142902786383.70523,True,,10,,,,2024-02-02T07:22:00.000Z,0.07945931559342838,235451565.7539799,-24.963,-0.37507032,0.8040432,1.94652321,-13.54129874,-11.63462598,15.12415786,11354957602.443113,0.6878,11354957602.44,,2024-02-02T07:22:00.000Z,,,,,,,2024-02-02 07:22:39.426065
10,1958,TRON,TRX,tron,924,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88126619707.11911,88126667057.20674,True,,11,71659659264.0,8405612992.397374,,2024-02-02T07:21:00.000Z,0.11729909238656039,298273044.1468779,-5.5242,0.00998213,3.84662191,3.56372512,7.16809076,12.33424724,20.4765926,10337172506.740639,0.6261,10337178060.86,,2024-02-02T07:21:00.000Z,,,,,,,2024-02-02 07:22:39.426065
11,1975,Chainlink,LINK,chainlink,1605,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,12,,,,2024-02-02T07:21:00.000Z,18.02824907564634,1540286558.6545742,109.4143,0.49765372,14.24769585,30.90587428,16.51552185,10.29631918,57.50284433,10241847767.190165,0.6196,18028249075.65,,2024-02-02T07:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,2024-02-02 07:22:39.426065
12,6636,Polkadot,DOT,polkadot-new,681,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1279618725.2830348,1406679226.9913864,True,,13,,,,2024-02-02T07:21:00.000Z,6.849057531543805,144299950.78910142,-26.4498,0.73369364,3.22719789,7.45014887,-19.89203055,20.32357146,46.62454845,8764182267.904253,0.5309,9634426954.09,,2024-02-02T07:21:00.000Z,,,,,,,2024-02-02 07:22:39.426065
13,3890,Polygon,MATIC,polygon,1267,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610775442.060663,10000000000.0,False,,14,,,,2024-02-02T07:21:00.000Z,0.8183820176434816,285117650.0668695,-37.009,0.25854508,5.24549692,11.63112263,-16.99492058,-2.11094445,21.74641542,7865285797.39203,0.4764,8183820176.43,,2024-02-02T07:21:00.000Z,,,,,,,2024-02-02 07:22:39.426065
14,11419,Toncoin,TON,toncoin,198,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3457927413.108832,5102213571.760514,True,,15,3414166606.0,7127430086.795072,,2024-02-02T07:22:00.000Z,2.0876046512403477,25046870.77092834,-14.8464,-0.09243827,1.11307668,0.05164458,-8.71597149,-14.69645548,-7.67980385,7218785351.257501,0.4373,10651404784.03,,2024-02-02T07:22:00.000Z,,,,,,,2024-02-02 07:22:39.426065
